Vftable	Methods	Flags	Type	Hierarchy
01420A5F60	1	MV	std::basic_stringstream<char,std::char_traits<char>,std::allocator<char> >	std::basic_ios<char,std::char_traits<char> >: std::ios_base, std::_Iosb<int>, std::basic_ostream<char,std::char_traits<char> >, std::basic_ios<char,std::char_traits<char> >, std::ios_base, std::_Iosb<int>;
01420A6028	32	M	xbox::services::HttpCall	xbox::services::HttpCall: struct xbox::services::RefCounter, std::enable_shared_from_this<xbox::services::HttpCall>;
01420A6130	33	M	XblHttpCall	struct XblHttpCall: xbox::services::HttpCall, struct xbox::services::RefCounter, std::enable_shared_from_this<xbox::services::HttpCall>;
01420A6540	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_c49f60bab06b3b54b87ba4a42caeb6a5> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::Callable<<lambda_c49f60bab06b3b54b87ba4a42caeb6a5> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<xbox::services::HttpCall> >)>::ICallable;
01420A6560	3		xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::TokenAndSignature>)>::Callable<<lambda_8b57539ed3e64b18f85ab332df2d685e> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::TokenAndSignature>)>::Callable<<lambda_8b57539ed3e64b18f85ab332df2d685e> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::TokenAndSignature>)>::ICallable;
01420A65B8	2	M	XblMultiplayerEventArgs	struct XblMultiplayerEventArgs: struct xbox::services::RefCounter, std::enable_shared_from_this<XblMultiplayerEventArgs>;
01420A66D8	3		xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession> const & __ptr64)>::Callable<<lambda_8682a070e8b2c95568b62547c090196e> >	struct xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession> const & __ptr64)>::Callable<<lambda_8682a070e8b2c95568b62547c090196e> >: struct xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession> const & __ptr64)>::ICallable;
01420A66F8	3		xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::multiplayer::manager::MultiplayerEventQueue>)>::Callable<<lambda_9d85728c355067c29529c087fae84395> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::multiplayer::manager::MultiplayerEventQueue>)>::Callable<<lambda_9d85728c355067c29529c087fae84395> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::multiplayer::manager::MultiplayerEventQueue>)>::ICallable;
01420A6718	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_8d7bdc0166cc0a789921bf91d495f006> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_8d7bdc0166cc0a789921bf91d495f006> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A6738	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_a276b774edf3c22fb3125e79b4a306bb> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_a276b774edf3c22fb3125e79b4a306bb> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A6758	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_15b77ed23fcb4b01ac657707561c7212> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_15b77ed23fcb4b01ac657707561c7212> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A6778	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_75f098930da4a233faac1be9443078b6> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_75f098930da4a233faac1be9443078b6> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A6798	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_7cc184ba6f2f5fdf3439f491ed31ec04> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_7cc184ba6f2f5fdf3439f491ed31ec04> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A67B8	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_1195d0c8681a65b80d5c3f974c6c416b> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_1195d0c8681a65b80d5c3f974c6c416b> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A67D8	4	M	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerSessionWriter,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerSessionWriter> >	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerSessionWriter,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerSessionWriter> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerSessionWriter>,1>, struct xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerSessionWriter>, std::_Ref_count_base;
01420A6800	4	M	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerGameSession,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerGameSession> >	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerGameSession,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerGameSession> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerGameSession>,1>, struct xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerGameSession>, std::_Ref_count_base;
01420A6828	4	M	 ?? :: ?? 	 ?? :: ?? :  ?? :: ?? , struct  ?? :: ?? , std::_Ref_count_base;
01420A6850	4	M	std::_Ref_count_obj_alloc3<XblMultiplayerEventArgs,xbox::services::Allocator<XblMultiplayerEventArgs> >	std::_Ref_count_obj_alloc3<XblMultiplayerEventArgs,xbox::services::Allocator<XblMultiplayerEventArgs> >: std::_Ebco_base<xbox::services::Allocator<XblMultiplayerEventArgs>,1>, struct xbox::services::Allocator<XblMultiplayerEventArgs>, std::_Ref_count_base;
01420A6878	4	M	std::_Ref_count_obj_alloc3<`private: long __cdecl xbox::services::multiplayer::manager::MultiplayerGameClient::JoinGameForAllLocalMembers(XblMultiplayerSessionReference const & __ptr64,std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> > const & __ptr64,bool,xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>) __ptr64'::`2'::JoinGameOperation,xbox::services::Allocator<`private: long __cdecl xbox::services::multiplayer::manager::MultiplayerGameClient::JoinGameForAllLocalMembers(XblMultiplayerSessionReference const & __ptr64,std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> > const & __ptr64,bool,xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>) __ptr64'::`2'::JoinGameOperation> >	 ?? :: ?? : std::_Ebco_base<xbox::services::Allocator<`private: long __cdecl xbox::services::multiplayer::manager::MultiplayerGameClient::JoinGameForAllLocalMe
01420A68A0	4	M	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerClientPendingRequest,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerClientPendingRequest> >	std::_Ref_count_obj_alloc3<xbox::services::multiplayer::manager::MultiplayerClientPendingRequest,xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerClientPendingRequest> >: std::_Ebco_base<xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerClientPendingRequest>,1>, struct xbox::services::Allocator<xbox::services::multiplayer::manager::MultiplayerClientPendingRequest>, std::_Ref_count_base;
01420A6900	2	M	xbox::services::multiplayer::manager::UserAddedEventArgs	struct xbox::services::multiplayer::manager::UserAddedEventArgs: struct XblMultiplayerEventArgs, struct xbox::services::RefCounter, std::enable_shared_from_this<XblMultiplayerEventArgs>;
01420A6918	2	M	xbox::services::multiplayer::manager::UserRemovedEventArgs	struct xbox::services::multiplayer::manager::UserRemovedEventArgs: struct XblMultiplayerEventArgs, struct xbox::services::RefCounter, std::enable_shared_from_this<XblMultiplayerEventArgs>;
01420A6930	2	M	xbox::services::multiplayer::manager::JoinLobbyCompletedEventArgs	struct xbox::services::multiplayer::manager::JoinLobbyCompletedEventArgs: struct XblMultiplayerEventArgs, struct xbox::services::RefCounter, std::enable_shared_from_this<XblMultiplayerEventArgs>;
01420A6CF8	3		xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession> const & __ptr64)>::Callable<<lambda_dc5c550cb67dd851415117138d5cb5b1> >	struct xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession> const & __ptr64)>::Callable<<lambda_dc5c550cb67dd851415117138d5cb5b1> >: struct xbox::services::Function<void __cdecl(std::shared_ptr<XblMultiplayerSession> const & __ptr64)>::ICallable;
01420A6D18	3		xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::multiplayer::manager::MultiplayerEventQueue>)>::Callable<<lambda_3037f2509fb0f2bfa3cf11de7e8f6653> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::multiplayer::manager::MultiplayerEventQueue>)>::Callable<<lambda_3037f2509fb0f2bfa3cf11de7e8f6653> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::multiplayer::manager::MultiplayerEventQueue>)>::ICallable;
01420A6D38	3		xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_a7082ab588cfa0da62d47844a1c409b2> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_a7082ab588cfa0da62d47844a1c409b2> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::ICallable;
01420A6D58	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_41f6b39daf23986483ab16be155b003f> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_41f6b39daf23986483ab16be155b003f> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A6D78	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_3e21b179f880ac6ab9ece3c5ed5b78a5> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_3e21b179f880ac6ab9ece3c5ed5b78a5> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A6D98	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_0acedd9221b8f8c9fb1f2a032acf17d4> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_0acedd9221b8f8c9fb1f2a032acf17d4> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A6DB8	3		xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_9cc29b5699d3950ed304444282ec170e> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_9cc29b5699d3950ed304444282ec170e> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::ICallable;
01420A6DD8	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_7d23a2f7b0766e670fe9a83397d40d4e> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_7d23a2f7b0766e670fe9a83397d40d4e> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A6DF8	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_53afe70a79ad2c7d3dc7ad7b4c3d43d8> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_53afe70a79ad2c7d3dc7ad7b4c3d43d8> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A6E18	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_13f9fedd981d680e4b5f8fa7131c36dc> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_13f9fedd981d680e4b5f8fa7131c36dc> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A6E38	3		xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_72e7e445a22a76ed4372185f44cbe15a> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::Callable<<lambda_72e7e445a22a76ed4372185f44cbe15a> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<void>)>::ICallable;
01420A6E58	3		xbox::services::Function<void __cdecl(void)>::Callable<<lambda_682f8cb5e83405943afbc31ab5a01a1b> >	struct xbox::services::Function<void __cdecl(void)>::Callable<<lambda_682f8cb5e83405943afbc31ab5a01a1b> >: struct xbox::services::Function<void __cdecl(void)>::ICallable;
01420A6E78	3		xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::multiplayer::manager::MultiplayerEventQueue>)>::Callable<<lambda_a4b4d461b66f149eadbdc7e79939becd> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::multiplayer::manager::MultiplayerEventQueue>)>::Callable<<lambda_a4b4d461b66f149eadbdc7e79939becd> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<xbox::services::multiplayer::manager::MultiplayerEventQueue>)>::ICallable;
01420A6E98	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> > >)>::Callable<<lambda_97438f598cc84885a544b5ffb9aaa94e> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> > >)>::Callable<<lambda_97438f598cc84885a544b5ffb9aaa94e> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::basic_string<char,std::char_traits<char>,xbox::services::Allocator<char> > >)>::ICallable;
01420A6EB8	3		xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_84425e607007cd652d774909cdb47fa4> >	struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::Callable<<lambda_84425e607007cd652d774909cdb47fa4> >: struct xbox::services::Function<void __cdecl(xbox::services::Result<std::shared_ptr<XblMultiplayerSession> >)>::ICallable;
01420A6ED8	4	M	std::_Ref_count_obj_alloc3<`private: long __cdecl xbox::services::multiplayer::manager::MultiplayerLobbyClient::CommitLobbyChanges(std::vector<unsigned __int64,xbox::services::Allocator<unsigned __int64> > const & __ptr64,std::shared_ptr<XblMultiplayerSession>,xbox::services::Function<void __cdecl(xbox::services::Result<void>)>) __ptr64'::`2'::CommitLobbyChangesOperation,xbox::services::Allocator<`private: long __cdecl xbox::services::multiplayer::manager::MultiplayerLobbyClient::CommitLobbyChanges(std::vector<unsigned __int64,xbox::services::Allocator<unsigned __int64> > const & __ptr64,std::shared_ptr<XblMultiplayerSession>,xbox::services::Function<void __cdecl(xbox::services::Result<void>)>) __ptr64'::`2'::CommitLobbyChangesOperation> >	 ?? :: ?? : std::_Ebco_base<xbox::services::Allocator<`private: long __cdecl xbox::services::multiplayer::manager::MultiplayerLobbyClient::CommitLobbyChanges(std::vector<unsigned __int64,xbox::services::Allocator<unsigned __int64> > const & __ptr64,std::share
01420A6F00	4	M	std::_Ref_count_obj_alloc3<`public: long __cdecl xbox::services::multiplayer::manager::MultiplayerLobbyClient::CreateGameFromLobby(void) __ptr64'::`2'::CreateGameOperation,xbox::services::Allocator<`public: long __cdecl xbox::services::multiplayer::manager::MultiplayerLobbyClient::CreateGameFromLobby(void) __ptr64'::`2'::CreateGameOperation> >	std::_Ref_count_obj_alloc3<`public: long __cdecl xbox::services::multiplayer::manager::MultiplayerLobbyClient::CreateGameFromLobby(void) __ptr64'::`2'::CreateGameOperation,xbox::services::Allocator<`public: long __cdecl xbox::services::multiplayer::manager::MultiplayerLobbyClient::CreateGameFromLobby(void) __ptr64'::`2'::CreateGameOperation> >: std::_Ebco_base<xbox::services::Allocator<`public: long __cdecl xbox::services::multiplayer::manager::MultiplayerLobbyClient::CreateGameFromLobby(void) __ptr64'::`2'::CreateGameOperation>,1>, struct xbox::services::Allocator<`public: long __cdecl xbox::services::multiplayer::manager::MultiplayerLobbyClient::CreateG
